@RELATION svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE features137 NUMERIC
@ATTRIBUTE features138 NUMERIC
@ATTRIBUTE class {./out/bal/Cough,./out/bal/Bell,./out/bal/Speech}

@DATA
0.154311,0.003993,2.161735,0.179691,0.125984,1.543461,0.000016,0.262030,-22.409649,-0.243760,-0.940353,-0.551185,-0.321922,0.443726,0.189911,-0.259937,-0.308398,-0.010236,-0.284694,0.026572,-0.226935,0.000830,0.000807,0.001991,0.000708,0.000867,0.000734,0.002184,0.001347,0.001177,0.001860,0.000639,0.000528,0.001246,-0.000263,-0.000057,0.022393,-0.000060,-0.000274,-0.000636,-0.000001,0.000038,-0.082043,-0.008059,-0.008113,0.013964,0.021975,0.012217,-0.007550,0.000769,-0.008298,-0.004502,-0.002658,0.009003,0.015030,0.000026,0.000032,0.000029,-0.000003,0.000019,-0.000009,-0.000020,-0.000015,-0.000020,-0.000074,0.000008,0.000025,-0.000002,0.011054,0.001025,0.245631,0.014480,0.005404,0.198189,0.000019,0.028741,0.511934,0.279765,0.216942,0.093604,0.134332,0.125017,0.091902,0.123676,0.085101,0.141704,0.084112,0.118602,0.106121,0.000294,0.000298,0.001073,0.000338,0.000327,0.000350,0.001353,0.000592,0.000485,0.001021,0.000223,0.000234,0.000563,0.003273,0.000409,0.188223,0.007049,0.005284,0.088888,0.000019,0.013261,0.210598,0.098161,0.115918,0.069873,0.069512,0.062402,0.052335,0.066725,0.046433,0.061490,0.050866,0.052123,0.063452,0.000238,0.000210,0.000709,0.000171,0.000236,0.000373,0.000961,0.000407,0.000369,0.000507,0.000201,0.000125,0.000402,171.428571,0.071429,./out/bal/Cough
0.228729,0.001735,2.229596,0.219515,0.194417,1.387930,0.000036,0.359920,-25.041370,0.901058,-0.793572,-0.331056,-0.382967,-0.234576,-0.236205,-0.272865,-0.149654,-0.155166,-0.143323,0.015914,0.041225,0.001352,0.001692,0.001783,0.001863,0.003073,0.004887,0.001361,0.002274,0.001979,0.002742,0.002489,0.001845,0.002466,-0.000198,0.000004,-0.124646,-0.005920,-0.000621,-0.114676,0.000011,-0.026668,0.131693,-0.038653,-0.065357,0.011674,-0.034775,0.005225,0.040598,-0.025306,0.055728,-0.016083,-0.070381,0.033052,0.008409,0.000099,0.000050,-0.000028,-0.000214,-0.000111,-0.000257,-0.000157,-0.000067,0.000264,-0.000056,-0.000020,-0.000006,0.000003,0.011535,0.000834,0.438443,0.028971,0.008451,0.391942,0.000050,0.111792,0.786980,0.247820,0.213239,0.127412,0.128605,0.181296,0.124478,0.134210,0.115056,0.086850,0.090826,0.076598,0.058875,0.000596,0.000589,0.000651,0.001072,0.001842,0.002451,0.000512,0.001354,0.000723,0.001430,0.002290,0.000776,0.001330,0.002959,0.000336,0.242360,0.009992,0.004204,0.138062,0.000054,0.041760,0.257620,0.134804,0.099608,0.074990,0.062305,0.071336,0.079464,0.051979,0.058262,0.042819,0.046473,0.041636,0.033656,0.000402,0.000401,0.000609,0.001099,0.000965,0.001800,0.000467,0.000621,0.000458,0.000886,0.001256,0.000432,0.000733,150.000000,0.065789,./out/bal/Cough
0.084576,0.013897,2.172841,0.177314,0.187944,0.646326,0.000024,0.130404,-20.145887,0.782201,-1.070421,-0.440088,-0.583744,-0.440675,-0.687869,-0.054474,-0.159177,-0.284925,-0.181097,-0.229194,-0.138159,0.001470,0.002663,0.003298,0.002636,0.003495,0.002713,0.000712,0.002618,0.002175,0.003527,0.004401,0.000983,0.002542,0.000127,-0.000032,0.015504,0.000586,0.000539,0.002307,-0.000000,0.000289,-0.006529,0.008272,0.005136,0.001020,0.004306,0.001686,0.000259,-0.003623,0.005585,0.008063,-0.002736,-0.004045,-0.000736,-0.000019,-0.000035,0.000043,0.000014,0.000141,-0.000027,0.000016,-0.000007,0.000015,0.000009,0.000033,0.000030,0.000013,0.009199,0.004610,0.265343,0.017697,0.011919,0.142509,0.000029,0.039135,0.536934,0.290248,0.338726,0.172321,0.205112,0.219983,0.180222,0.147167,0.178658,0.160656,0.136252,0.128335,0.111947,0.000726,0.001349,0.001240,0.001010,0.000989,0.000848,0.000354,0.001373,0.000980,0.001375,0.002106,0.000366,0.000577,0.003121,0.001522,0.199615,0.008218,0.005483,0.072306,0.000031,0.022069,0.246957,0.146626,0.162055,0.113253,0.137352,0.126343,0.097897,0.083704,0.085513,0.077873,0.079389,0.075996,0.065804,0.000432,0.000663,0.000810,0.000904,0.000590,0.000639,0.000228,0.000733,0.000693,0.000898,0.001065,0.000226,0.000408,200.000000,0.074627,./out/bal/Cough
0.105795,0.015006,2.770023,0.183105,0.168715,0.995356,0.000014,0.197175,-20.113168,1.249759,-0.520507,-0.038719,-0.297309,-0.093000,-0.110350,-0.046347,-0.210624,-0.134884,-0.347181,-0.198078,-0.103517,0.002710,0.002069,0.002630,0.003032,0.001153,0.003746,0.003562,0.004231,0.003365,0.002030,0.001443,0.002883,0.002780,-0.001267,-0.000048,-0.029657,-0.002467,-0.000381,-0.032350,0.000001,-0.004233,0.019878,0.003441,-0.008405,0.009909,-0.006964,0.008555,-0.005160,0.005997,-0.002634,0.003572,-0.006047,0.004628,0.003765,-0.000121,0.000120,-0.000010,-0.000031,0.000007,-0.000040,-0.000011,0.000003,-0.000061,0.000082,0.000019,-0.000010,-0.000045,0.009747,0.002423,0.154277,0.009790,0.005848,0.117598,0.000009,0.021275,0.353395,0.249282,0.203038,0.190541,0.107250,0.148628,0.102956,0.085964,0.094299,0.122919,0.110365,0.078997,0.130151,0.001030,0.000711,0.001018,0.001772,0.000423,0.002493,0.001167,0.001904,0.001458,0.000697,0.000479,0.001156,0.001055,0.004376,0.000771,0.130892,0.005505,0.003369,0.066331,0.000011,0.011037,0.120866,0.094509,0.089850,0.070661,0.050688,0.059644,0.055447,0.054777,0.059691,0.061339,0.053504,0.042219,0.047102,0.000635,0.000473,0.000738,0.000858,0.000265,0.001076,0.000790,0.000859,0.001011,0.000474,0.000352,0.000616,0.000483,109.090909,0.084507,./out/bal/Cough
0.074515,0.005075,1.627636,0.080737,0.086815,0.539965,0.000056,0.092226,-26.002443,-0.073112,-1.227345,-0.327438,0.081311,0.099961,-0.321685,-0.155039,-0.108403,0.176114,-0.348933,0.072961,-0.079044,0.003212,0.000701,0.000738,0.000759,0.000887,0.001298,0.001950,0.001304,0.001888,0.001255,0.001804,0.001429,0.001408,0.000073,0.000035,-0.055263,-0.000211,-0.000248,-0.003110,0.000000,-0.000293,0.051909,0.000830,-0.012449,0.000063,0.002814,0.002099,-0.001543,-0.003128,0.001849,-0.001327,-0.003352,0.003051,0.000937,0.000001,-0.000001,-0.000000,-0.000012,0.000003,0.000000,-0.000003,0.000002,0.000014,0.000002,0.000015,0.000007,0.000002,0.002709,0.002532,0.525641,0.010550,0.021508,0.132644,0.000104,0.012906,2.473948,0.250153,0.432893,0.175776,0.222485,0.188234,0.162819,0.114438,0.102683,0.126511,0.116865,0.101239,0.088091,0.001940,0.000359,0.000434,0.000365,0.000317,0.000510,0.000830,0.000803,0.000678,0.000666,0.000490,0.000473,0.000520,0.000785,0.000763,0.437130,0.007741,0.015382,0.088700,0.000114,0.010175,1.045168,0.142753,0.236203,0.099862,0.146334,0.121249,0.094928,0.079193,0.083619,0.094192,0.064836,0.084418,0.066503,0.001391,0.000265,0.000312,0.000258,0.000252,0.000423,0.000572,0.000707,0.000645,0.000774,0.000454,0.000416,0.000410,600.000000,0.094017,./out/bal/Cough
0.095621,0.002783,2.629394,0.136839,0.122324,0.773240,0.000026,0.134977,-22.962769,0.200487,-1.246446,-0.623493,-0.765199,-0.018176,0.087897,0.077674,0.113524,-0.152997,-0.188864,-0.069188,0.017833,0.002274,0.001057,0.002375,0.001138,0.001096,0.000895,0.000897,0.000578,0.000827,0.000780,0.001659,0.001941,0.001407,0.000060,-0.000002,-0.005088,-0.000459,-0.000943,-0.000374,0.000000,-0.000042,0.011660,0.004306,-0.010493,0.002419,0.004577,0.001207,-0.001937,-0.003600,-0.002409,0.007945,0.002614,-0.002368,0.000444,0.000002,0.000006,-0.000016,-0.000014,-0.000001,0.000002,-0.000004,0.000015,-0.000002,-0.000001,0.000005,0.000022,-0.000002,0.009199,0.000832,0.244380,0.007812,0.006827,0.139475,0.000020,0.020046,0.588543,0.213740,0.222150,0.198953,0.253061,0.224017,0.104959,0.148205,0.130684,0.139617,0.107972,0.115593,0.059539,0.001484,0.000595,0.001128,0.000531,0.000584,0.000376,0.000489,0.000234,0.000463,0.000296,0.000874,0.000895,0.000496,0.002474,0.000348,0.155649,0.004773,0.007758,0.054957,0.000023,0.010860,0.211503,0.110139,0.089688,0.084542,0.107700,0.089998,0.056340,0.077439,0.062905,0.056448,0.054121,0.049548,0.043149,0.000882,0.000355,0.000736,0.000350,0.000338,0.000229,0.000447,0.000140,0.000218,0.000170,0.000422,0.000556,0.000333,109.090909,0.078947,./out/bal/Cough
0.193389,0.001277,1.783355,0.190580,0.174935,1.122462,0.000022,0.235586,-25.535199,1.006224,-0.485745,0.364966,0.337832,-0.281466,-0.416661,-0.197556,-0.080242,-0.067287,-0.066163,-0.129931,-0.119638,0.003173,0.001870,0.001515,0.001344,0.001602,0.002554,0.002534,0.003708,0.001127,0.002300,0.004196,0.001286,0.002160,0.000289,-0.000008,0.012421,0.000678,0.000309,0.008873,0.000000,0.001926,-0.036398,-0.000183,0.008929,-0.001005,-0.000388,-0.001456,0.002091,0.002094,-0.003607,-0.000972,0.003554,0.001192,-0.004053,-0.000134,-0.000200,0.000063,-0.000096,0.000006,0.000018,0.000030,-0.000143,-0.000021,0.000172,-0.000001,0.000003,-0.000031,0.006911,0.000779,0.471190,0.019546,0.011355,0.210219,0.000045,0.054218,1.325183,0.299646,0.265778,0.199490,0.175443,0.125274,0.137396,0.091620,0.145991,0.153888,0.092403,0.083739,0.072193,0.001830,0.000988,0.000733,0.000682,0.000443,0.000811,0.001012,0.002204,0.000559,0.000823,0.003269,0.000714,0.000613,0.002435,0.000314,0.355897,0.008860,0.005373,0.122229,0.000045,0.026007,0.495226,0.153975,0.145727,0.107941,0.074358,0.068212,0.070388,0.052363,0.086707,0.063795,0.060600,0.049296,0.036806,0.000958,0.000838,0.000498,0.000407,0.000391,0.000495,0.000685,0.001003,0.000448,0.000864,0.001542,0.000617,0.000401,54.545455,0.176471,./out/bal/Cough
0.051910,0.112264,2.982596,0.080035,0.079940,0.244137,0.000029,0.075424,-16.717329,0.465843,-1.358755,0.213064,-0.501756,0.009967,0.008310,0.026815,0.118283,-0.075899,-0.046042,0.105506,0.053141,0.001158,0.003568,0.002781,0.002661,0.001269,0.001051,0.001547,0.001644,0.001620,0.001583,0.002805,0.001993,0.002270,-0.000084,-0.000783,0.001671,0.000103,0.000605,0.000358,-0.000000,0.000166,-0.006449,-0.003624,0.004002,-0.008907,-0.011411,0.009618,0.014442,0.006422,-0.006548,-0.007501,-0.005803,-0.000375,0.006627,0.000033,0.000043,0.000005,0.000019,-0.000009,-0.000040,-0.000011,-0.000056,0.000002,-0.000016,0.000033,0.000004,-0.000009,0.002085,0.013866,0.099402,0.003612,0.010023,0.026626,0.000016,0.003401,0.208704,0.236397,0.172421,0.143721,0.164052,0.145170,0.126442,0.100068,0.142750,0.100151,0.122853,0.111581,0.124527,0.000492,0.002647,0.000925,0.001085,0.000833,0.000787,0.000831,0.000962,0.000546,0.000601,0.001552,0.001084,0.000963,0.000706,0.004748,0.078087,0.003744,0.013009,0.009433,0.000018,0.001410,0.083321,0.065719,0.065078,0.058025,0.050847,0.047222,0.050546,0.046941,0.044789,0.047138,0.043090,0.046569,0.048978,0.000243,0.000748,0.000672,0.000621,0.000487,0.000364,0.000350,0.000544,0.000441,0.000460,0.000676,0.000508,0.000361,133.333333,0.115942,./out/bal/Cough
0.115417,0.015182,2.295830,0.128710,0.118403,0.688754,0.000025,0.117749,-20.330064,0.047656,-1.108845,-0.094812,-0.734881,-0.055738,-0.119814,-0.056285,-0.466316,-0.197823,-0.132970,-0.105263,-0.082899,0.001477,0.001827,0.002058,0.002213,0.001134,0.001557,0.002232,0.004815,0.001177,0.001580,0.001688,0.001228,0.002306,0.000387,-0.000033,-0.021882,-0.000502,-0.001060,0.002558,0.000000,0.000569,0.016700,0.008827,0.004926,0.002172,0.007178,-0.000459,-0.004659,-0.002580,0.003400,0.003655,0.002940,0.003067,0.009671,0.000016,-0.000005,-0.000063,0.000055,-0.000000,-0.000103,0.000106,-0.000168,0.000094,0.000021,0.000003,0.000048,-0.000011,0.017390,0.003738,0.391484,0.010553,0.009709,0.145802,0.000027,0.029958,0.782066,0.480532,0.271388,0.218786,0.194377,0.218820,0.178232,0.206166,0.155502,0.192369,0.149075,0.138814,0.108720,0.000726,0.000930,0.001298,0.001101,0.000415,0.000855,0.001241,0.002652,0.000871,0.000859,0.000998,0.000578,0.000922,0.003155,0.000935,0.236298,0.007021,0.009509,0.079524,0.000031,0.017593,0.344526,0.178554,0.166633,0.138340,0.107440,0.107864,0.098068,0.088918,0.085110,0.076276,0.076348,0.072534,0.056926,0.000538,0.000610,0.000858,0.000654,0.000301,0.000493,0.000665,0.001363,0.000664,0.000566,0.000433,0.000370,0.000490,92.307692,0.078125,./out/bal/Cough
0.117232,0.002330,2.164421,0.176536,0.162195,0.999670,0.000022,0.190356,-25.025781,1.807704,0.200673,0.042247,-0.111251,-0.339622,-0.379889,-0.132382,-0.101640,-0.124414,0.036094,0.033956,-0.011388,0.002492,0.002696,0.001556,0.002460,0.005184,0.003668,0.003047,0.003739,0.005204,0.003641,0.001891,0.003382,0.002601,-0.000213,0.000003,-0.011279,0.000126,0.000316,-0.001816,-0.000002,-0.000285,0.018633,0.008989,0.000255,-0.000295,0.001850,-0.002915,-0.000825,0.003557,0.000950,-0.000855,0.001827,0.000274,0.002086,0.000035,-0.000075,-0.000010,-0.000016,0.000077,-0.000069,0.000076,0.000003,0.000035,0.000020,0.000009,0.000012,0.000003,0.015134,0.000991,0.339131,0.017982,0.006759,0.249383,0.000034,0.052990,0.751994,0.297563,0.209331,0.185206,0.185429,0.153364,0.140117,0.128634,0.102821,0.109015,0.109501,0.066941,0.084583,0.001117,0.001705,0.000839,0.001165,0.002694,0.002075,0.000998,0.001666,0.002294,0.001701,0.000914,0.001560,0.000760,0.003419,0.000343,0.272416,0.009364,0.005571,0.145299,0.000037,0.033348,0.305383,0.166178,0.114644,0.089339,0.085263,0.080689,0.074100,0.079285,0.068364,0.065712,0.068660,0.058400,0.049034,0.000710,0.000965,0.000561,0.000897,0.001393,0.001251,0.000870,0.001128,0.001285,0.001021,0.000646,0.000904,0.000509,171.428571,0.086207,./out/bal/Cough
0.101303,0.006925,1.817829,0.126027,0.162919,0.352522,0.000039,0.073233,-21.952939,0.947839,-1.643138,-0.480970,-0.835591,-0.802410,-0.103452,-0.477987,-0.347873,-0.075312,-0.383573,0.060658,0.107061,0.001481,0.004773,0.002379,0.002613,0.001651,0.003289,0.005906,0.003553,0.002926,0.002750,0.002065,0.001311,0.003225,-0.000816,0.000056,-0.036109,-0.000563,-0.000395,-0.002738,-0.000002,-0.000408,0.040092,0.000651,-0.007416,-0.003531,-0.002660,-0.007889,-0.000573,-0.006156,0.001476,0.001025,-0.002033,0.001935,-0.001822,-0.000004,0.000019,-0.000007,-0.000001,0.000003,-0.000010,0.000009,-0.000019,-0.000037,0.000029,0.000006,0.000004,-0.000006,0.010664,0.003047,0.558812,0.017077,0.013155,0.128306,0.000063,0.013532,1.218504,0.273873,0.294698,0.176759,0.201353,0.249295,0.231071,0.238025,0.190031,0.174382,0.174262,0.152218,0.130835,0.001206,0.004357,0.000852,0.000969,0.000963,0.001753,0.002766,0.001516,0.001295,0.001242,0.001572,0.000690,0.000945,0.003532,0.001007,0.380581,0.009709,0.008128,0.093896,0.000074,0.009872,0.517459,0.181829,0.191367,0.122496,0.125990,0.154027,0.140399,0.128959,0.129985,0.103845,0.102381,0.092370,0.078580,0.000915,0.002518,0.000751,0.000866,0.000704,0.000967,0.001428,0.001091,0.000897,0.000903,0.001050,0.000454,0.000640,150.000000,0.112676,./out/bal/Cough
0.043753,0.005556,1.401795,0.112366,0.118807,0.625260,0.000041,0.108007,-22.611650,1.287062,-0.577338,-1.093152,0.047443,0.292169,0.484186,-0.344649,0.122964,0.143867,0.020025,0.111539,-0.043329,0.002006,0.000777,0.004122,0.002305,0.003519,0.002027,0.004205,0.002628,0.004941,0.004134,0.001186,0.001144,0.003127,-0.000011,-0.000013,-0.011392,-0.000267,-0.000296,-0.001678,-0.000001,-0.000265,-0.007836,0.005031,0.003633,-0.004857,-0.004976,0.000366,0.000959,0.000950,-0.002451,-0.000838,0.001702,-0.000068,-0.000332,-0.000001,0.000035,0.000054,-0.000012,0.000045,-0.000000,0.000003,-0.000004,-0.000062,-0.000018,-0.000025,0.000022,-0.000001,0.003395,0.003279,0.448985,0.012303,0.014240,0.115862,0.000067,0.021620,1.409834,0.283431,0.263348,0.176954,0.149230,0.257928,0.122703,0.120350,0.080382,0.086360,0.113499,0.092230,0.080144,0.001251,0.000342,0.001942,0.001312,0.001408,0.000707,0.001882,0.001445,0.002555,0.002997,0.000410,0.000539,0.000720,0.001339,0.001060,0.377640,0.009387,0.013366,0.098915,0.000069,0.018088,0.488714,0.148905,0.126678,0.092417,0.085285,0.119187,0.080407,0.067569,0.067538,0.062078,0.060852,0.049809,0.058801,0.000729,0.000302,0.001283,0.000821,0.000893,0.000483,0.001230,0.000839,0.001791,0.001457,0.000283,0.000372,0.000671,240.000000,0.100000,./out/bal/Cough
0.083647,0.037114,2.138954,0.139468,0.124087,1.000089,0.000028,0.149240,-22.892225,0.304687,-0.008678,-0.411153,-0.563223,0.089854,0.019396,-0.019277,-0.187565,0.092663,0.117510,-0.035065,-0.006318,0.001337,0.003045,0.001134,0.015647,0.001089,0.001435,0.000746,0.003496,0.001738,0.001199,0.000513,0.001086,0.005309,0.000033,0.000263,-0.008322,-0.000149,-0.000071,-0.003583,-0.000000,-0.000338,0.025521,0.001708,-0.002034,-0.007745,-0.008866,-0.000591,-0.002903,-0.001471,-0.001972,-0.002206,0.001263,-0.001112,0.001273,-0.000002,0.000073,0.000010,0.000007,-0.000004,-0.000002,0.000002,0.000061,-0.000009,0.000007,0.000000,-0.000001,0.000023,0.011818,0.016348,0.565131,0.025695,0.019639,0.296468,0.000057,0.046900,3.350902,0.215446,0.252865,0.258153,0.214026,0.159329,0.127849,0.155211,0.103678,0.146759,0.097086,0.084260,0.108503,0.000553,0.001036,0.000529,0.017138,0.000635,0.001217,0.000386,0.001568,0.001052,0.000629,0.000349,0.000647,0.004797,0.002308,0.003763,0.324516,0.009779,0.012727,0.094547,0.000064,0.015884,1.005995,0.163467,0.120330,0.130833,0.110677,0.097830,0.079692,0.088208,0.066927,0.078565,0.067647,0.067361,0.044730,0.000485,0.000554,0.000473,0.006624,0.000587,0.000944,0.000362,0.000940,0.000940,0.000453,0.000323,0.000466,0.001982,70.588235,0.095745,./out/bal/Cough
0.065830,0.022191,2.504505,0.097995,0.106795,0.376024,0.000041,0.079810,-19.915862,0.605620,-0.858972,-0.843847,-1.180874,0.198437,0.120766,-0.177672,-0.026995,-0.258529,-0.061228,0.107585,-0.300505,0.001427,0.001554,0.001383,0.000941,0.004461,0.002743,0.001632,0.001496,0.002070,0.001802,0.002620,0.001431,0.002573,0.000303,-0.000051,-0.011517,0.000188,0.000028,0.003539,-0.000001,0.000248,-0.028160,0.001107,0.025826,0.009198,-0.005409,-0.008742,0.006038,0.013591,-0.005656,-0.011232,-0.006796,0.012743,0.008853,-0.000016,-0.000002,-0.000026,0.000010,-0.000089,0.000009,-0.000017,-0.000016,-0.000043,0.000002,-0.000029,0.000003,-0.000024,0.006685,0.007727,0.178674,0.005602,0.009167,0.069595,0.000038,0.010766,0.591963,0.203762,0.171932,0.164387,0.116532,0.142694,0.131732,0.132277,0.145023,0.121100,0.124571,0.110752,0.138235,0.000749,0.000977,0.000990,0.000416,0.002128,0.002569,0.001178,0.000938,0.001653,0.001072,0.001482,0.000671,0.000999,0.001442,0.001754,0.152131,0.003672,0.010136,0.025856,0.000041,0.004876,0.137824,0.075041,0.092854,0.077063,0.062791,0.071216,0.068222,0.069103,0.062117,0.056859,0.055235,0.052083,0.058408,0.000752,0.000568,0.000636,0.000398,0.001365,0.001119,0.000662,0.000546,0.000993,0.000647,0.001037,0.000524,0.000581,120.000000,0.091603,./out/bal/Cough
0.074599,0.034414,2.894223,0.108921,0.110857,0.500622,0.000023,0.096456,-18.220130,0.565246,-0.948781,-0.588361,-0.883978,0.218197,0.236462,0.016574,0.203581,-0.024424,-0.048314,-0.131218,-0.041704,0.005674,0.002846,0.002422,0.001445,0.001496,0.001746,0.001921,0.001644,0.000998,0.001948,0.003010,0.003047,0.002420,-0.000356,0.000281,0.000233,-0.000193,0.000233,-0.003160,0.000000,-0.000126,-0.006675,0.022525,0.004353,0.000565,0.003518,0.008128,-0.003866,0.012506,0.008067,0.012060,0.011180,-0.004498,-0.002881,0.000183,-0.000016,0.000005,-0.000014,-0.000012,-0.000017,0.000005,-0.000005,-0.000001,0.000004,-0.000891,0.000051,-0.000227,0.004994,0.004925,0.158426,0.005666,0.007270,0.085506,0.000015,0.010572,0.346781,0.206796,0.170908,0.190141,0.156054,0.164792,0.164943,0.152870,0.134457,0.170905,0.111059,0.117765,0.118216,0.002243,0.001358,0.001375,0.000735,0.000536,0.000857,0.001028,0.000590,0.000408,0.000822,0.001211,0.000968,0.000730,0.001656,0.001886,0.123419,0.003826,0.009178,0.037006,0.000019,0.005648,0.121576,0.086149,0.068744,0.086138,0.076173,0.074820,0.077945,0.066273,0.063183,0.063834,0.067588,0.050712,0.063998,0.001346,0.000904,0.000848,0.000510,0.000448,0.000630,0.000614,0.000361,0.000280,0.000494,0.000653,0.000678,0.000460,109.090909,0.088050,./out/bal/Cough
